Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America
2014,21.3,24.9,72.144,0.41,99,54,25.8,99,99,1.0408107741923882,7.933796874815411,3.5607619513334936,6.4,6.2,5.0,0,1,0,0,0,0,0,0,0,0
2006,17.9,21.0,103.28,1.32,99,98,25.6,99,99,1.030454533953517,8.15908865466791,2.4159137783010487,6.3,6.3,5.9,0,1,0,0,0,0,0,0,0,0
2000,84.6,107.8,188.328,0.015,64,33,22.5,61,62,1.1388283833246218,6.937314081223682,4.9652194305657735,22.2,22.6,3.3,0,1,1,0,0,0,0,0,0,0
2008,72.7,117.6,368.451,5.5,84,64,23.8,82,84,9.67940081407284,7.1308988302963465,3.0081547935525483,6.4,6.5,5.2,0,1,0,0,0,0,0,0,0,0
2003,13.8,16.0,164.979,4.02,97,81,24.7,99,99,3.1899332761161845,8.70334075304372,0.7929925155296614,7.9,7.8,6.8,0,1,0,0,0,0,0,0,0,0
2014,8.8,9.9,76.724,4.1,98,98,26.5,98,98,1.030454533953517,8.257644958208228,1.358409157630355,1.2,1.3,9.7,0,1,0,0,0,0,0,0,1,0
2011,47.0,71.6,340.7545,8.79,82,64,22.0,79,82,17.993309601550315,6.703188113240863,3.5403794457954922,5.9,5.9,5.4,0,1,0,0,0,0,0,0,0,0
2013,25.0,30.0,179.2695,0.09,85,76,22.8,92,85,1.1972173631218102,8.040768994367578,5.532638218452371,1.5,1.3,7.8,0,1,1,0,0,0,0,0,0,0
2015,6.5,7.8,130.0025,9.06,99,84,26.6,86,99,1.2214027581601699,9.567035315714918,0.08617769624105241,3.3,3.3,9.2,0,1,0,1,0,0,0,0,0,0
2007,103.0,170.1,334.038,0.0003,42,64,22.6,40,40,1.1388283833246218,5.5254529391317835,2.4915511925066687,7.3,7.1,2.1,0,1,0,0,0,0,0,0,0,0
2015,1.8,2.3,55.359,7.66,88,94,26.2,92,92,1.0512710963760241,10.877160006648388,0.28517894223366247,1.0,0.9,12.2,1,0,0,0,0,0,0,0,1,0
2011,3.8,4.5,62.175,10.3,92,90,27.0,92,92,1.0512710963760241,10.89875580959371,3.15016862685841,0.6,0.6,12.5,1,0,0,0,0,0,0,1,0,0
2001,10.5,12.2,88.2055,0.013,99,86,28.4,99,99,1.1388283833246218,10.281478683643538,1.1314021114911006,3.2,3.0,6.2,0,1,0,0,0,1,0,0,0,0
2008,16.6,19.4,100.8905,1.28,99,99,25.7,99,99,1.0408107741923882,8.244596756382498,2.4344901638739844,6.3,6.3,6.3,0,1,0,0,0,0,0,0,0,0
2014,17.1,20.0,147.875,2.42,97,83,26.5,99,97,1.0618365465453596,7.721791776817535,2.298577071596507,2.1,2.1,6.2,0,1,0,1,0,0,0,0,0,0
2008,17.6,20.6,120.3315,4.27,97,94,27.4,96,96,1.1735108709918103,9.125000324809168,4.716890435598499,1.7,1.6,8.0,0,1,0,0,0,0,1,0,0,0
2006,36.6,50.9,204.863,5.68,75,71,24.1,97,97,1.6989323086185506,7.1569563646156364,0.14842000511827322,6.9,6.8,4.5,0,1,0,1,0,0,0,0,0,0
2010,28.7,34.9,175.9375,0.16,72,77,28.0,74,74,1.1388283833246218,8.307212626628308,3.4255647381104497,5.3,5.1,6.4,0,1,0,0,0,1,0,0,0,0
2000,14.5,16.9,158.283,1.22,93,97,31.2,95,91,1.1853048513203654,8.208764045819667,0.09531017980432493,0.1,0.1,9.1,0,1,0,0,0,0,0,1,0,0
2000,31.9,36.6,171.5205,3.29,55,51,25.8,81,80,1.0202013400267558,7.357556200910353,1.6253112615903906,3.1,3.1,11.7,0,1,0,0,0,0,0,0,1,0
2007,27.1,32.7,167.5755,0.19,98,64,28.4,98,98,1.1388283833246218,8.047829357457841,4.372355014977151,3.1,3.1,6.0,0,1,0,0,0,0,0,0,0,0
2000,16.6,18.8,172.883,4.58,88,80,24.5,88,88,3.3534846525490236,8.618846845142738,0.7839015438284094,8.1,8.1,6.2,0,1,0,0,0,0,0,0,0,0
2015,13.0,14.0,99.0935,9.68,97,89,27.7,97,97,1.3231298123374369,9.71474542793925,0.25464221837358075,3.8,3.7,10.5,0,1,0,1,0,0,0,0,0,0
2002,4.7,6.1,106.0975,12.5,82,64,25.6,96,98,1.2336780599567432,9.855819258834627,2.435366204227864,0.8,0.6,7.0,1,0,0,0,1,0,0,0,0,0
2000,87.1,146.1,537.6,11.68,52,64,21.2,55,52,99.48431564193378,6.249975242259483,3.204776900488699,7.0,7.0,3.9,0,1,0,0,0,0,0,0,0,0
2005,27.3,31.0,274.4505,6.57,94,96,25.8,99,98,1.0725081812542165,8.87570644462861,2.7819200496686656,2.4,2.5,11.7,0,1,1,0,0,0,0,0,0,0
2010,8.9,10.4,68.3055,0.0,99,99,29.0,98,98,1.1388283833246218,10.374615549443574,1.3837912309017721,3.3,3.2,6.8,0,1,0,0,0,1,0,0,0,0
2001,14.0,16.4,187.537,11.38,90,83,26.8,98,99,2.45960311115695,10.496234118987427,0.26236426446749106,2.7,2.6,10.9,0,1,0,1,0,0,0,0,0,0
2014,20.3,23.9,187.7,2.67,99,94,27.5,99,99,1.1162780704588713,8.551208070003515,0.6259384308664954,4.0,3.7,10.5,0,1,0,0,0,0,0,1,0,0
2012,14.6,17.0,135.5585,3.02,96,76,27.2,96,96,1.7506725002961012,8.494743062578646,1.3454723665996355,1.8,1.7,9.2,0,1,0,1,0,0,0,0,0,0
2001,3.1,3.9,69.582,6.32,88,90,25.6,92,92,1.0202013400267558,10.675653840146117,0.2468600779315258,1.0,0.9,9.6,1,0,0,0,0,0,0,0,1,0
2009,13.6,15.9,170.07,8.75,95,83,27.4,97,96,1.632316219955379,10.381118271444478,0.30010459245033816,2.5,2.5,10.9,0,1,0,1,0,0,0,0,0,0
2000,8.7,10.1,192.969,12.23,88,99,25.9,99,99,1.0832870676749586,9.101863895640099,2.4168062370840686,2.3,2.3,10.2,1,0,0,0,1,0,0,0,0,0
2015,14.3,16.2,141.3,8.2,92,89,26.9,99,92,1.4918246976412703,9.115809888129949,0.10436001532424286,3.8,3.8,8.7,0,1,0,1,0,0,0,0,0,0
2015,3.5,4.1,67.171,9.42,88,80,25.3,93,93,1.030454533953517,10.882865753280539,1.8991179875485542,1.1,0.9,12.5,1,0,0,0,1,0,0,0,0,0
2002,7.9,9.9,204.012,11.0,94,95,26.1,97,95,1.0512710963760241,8.9126079636709,1.4906543764441333,3.3,3.3,11.1,1,0,0,0,1,0,0,0,0,0
2014,17.6,22.0,125.984,2.78,95,65,21.6,96,95,1.1274968515793757,7.79934339821592,4.529476341618891,14.3,14.7,7.8,0,1,1,0,0,0,0,0,0,0
2008,7.7,9.5,91.9455,0.65,96,90,26.2,97,98,1.1051709180756477,10.433586251645703,0.3220834991691132,6.1,5.6,8.7,0,1,1,0,0,0,0,0,0,0
2015,42.1,61.3,368.141,3.84,87,64,23.8,88,87,47.46535136885352,7.27655640271871,2.6953026282797072,5.6,5.5,8.2,0,1,0,0,0,0,0,0,0,0
2002,13.4,15.5,140.0585,1.62,86,92,21.7,98,98,1.0202013400267558,7.570443252057374,2.9987277825337895,15.4,15.6,10.2,0,1,1,0,0,0,0,0,0,0
2010,10.1,11.7,213.7115,7.77,48,41,26.3,57,52,1.3231298123374369,7.7475968386928855,3.847377811934615,2.4,2.5,11.3,0,1,0,0,0,0,0,0,1,0
2015,2.2,2.7,50.9615,1.82,96,90,23.6,96,96,1.0725081812542165,10.92680141715401,1.8779371654691073,2.2,2.2,11.5,0,1,1,0,0,0,0,0,0,0
2009,27.8,33.7,172.001,2.05,89,65,29.3,81,91,1.1853048513203654,8.011686729127847,0.09531017980432493,0.2,0.2,7.0,0,1,0,0,0,0,0,1,0,0
2005,69.8,96.7,261.5155,0.24,68,64,23.3,67,68,1.0202013400267558,7.075808863978387,0.47623417899637155,7.5,7.4,3.1,0,1,0,0,0,0,0,0,0,0
2011,14.5,16.8,186.748,8.21,96,92,26.7,96,93,1.5068177851128535,7.77863014732581,1.3506671834767394,2.8,3.0,11.1,0,1,0,0,0,0,0,0,1,0
2011,44.0,56.5,232.8715,0.81,66,65,25.1,55,72,1.4477346146633245,7.701652362642226,2.136530508663963,1.3,1.3,4.1,0,1,0,0,0,0,0,1,0,0
2006,74.4,117.6,343.491,4.99,92,57,21.1,88,92,2.0959355144943643,5.713732805509369,2.152924318439639,8.1,8.2,2.4,0,1,0,0,0,0,0,0,0,0
2001,74.4,121.9,448.1755,6.25,93,64,22.2,65,87,70.10541234668786,6.376726947898627,3.566429294357372,8.2,8.1,4.3,0,1,0,0,0,0,0,0,0,0
2004,86.5,139.5,325.874,0.34,57,64,22.1,65,60,3.1899332761161845,6.486160788944089,2.295560478057081,9.5,9.5,1.6,0,1,0,0,0,0,0,0,0,0
2015,23.7,28.3,163.8125,1.65,74,83,26.5,69,74,1.030454533953517,8.293049139768444,2.8075938314384716,1.2,1.2,6.3,0,1,0,1,0,0,0,0,0,0
2006,14.4,16.1,129.945,7.8,84,91,26.7,92,91,1.161834242728283,9.390325868972589,3.696103299203256,1.1,0.9,9.0,0,1,0,0,0,0,0,0,0,1
2010,7.4,8.7,74.296,1.69,94,94,28.0,94,94,1.1388283833246218,10.39010244758706,2.256541154492639,5.1,4.9,9.9,0,1,0,0,0,1,0,0,0,0
2012,28.8,35.0,165.809,5.49,74,83,26.1,85,85,1.5840739849944818,8.694502206386648,2.391511302188447,3.3,3.2,7.5,0,1,0,1,0,0,0,0,0,0
2010,58.3,89.0,300.397,1.26,83,64,23.1,83,83,3.287081207383118,6.182084906716632,2.004179057179289,7.3,7.2,4.3,0,1,0,0,0,0,0,0,0,0
2001,29.9,34.1,170.2485,2.77,61,57,25.9,83,87,1.030454533953517,7.419979923661835,1.6114359150967734,3.0,3.1,11.8,0,1,0,0,0,0,0,0,1,0
2008,50.2,76.3,272.418,7.51,97,87,21.5,97,97,3.3871877336213347,6.318968113746434,2.3532782073095637,6.7,6.6,3.2,0,1,0,0,0,0,0,0,0,0
2000,37.0,46.4,230.6765,6.82,89,80,24.6,79,88,2.664456241929417,8.256347772918016,0.5596157879354227,5.9,5.8,7.7,0,1,0,0,0,0,0,0,0,1
2005,93.2,133.5,334.6205,7.82,46,64,23.1,51,39,55.1468705634638,9.46568002150671,0.5596157879354227,9.8,9.8,5.4,0,1,0,0,0,0,0,0,0,0
2005,5.5,6.6,77.0035,9.32,87,86,27.2,89,89,1.030454533953517,10.464616480811362,1.6351056591826783,0.3,0.3,11.7,1,0,0,0,0,0,0,1,0,0
2008,3.5,4.0,77.0555,8.73,95,77,27.0,99,99,1.0832870676749586,10.082888180902419,2.4915511925066687,0.8,0.7,10.1,1,0,0,0,1,0,0,0,0,0
2004,72.9,91.1,311.1355,0.51,88,82,23.7,64,64,2.3396468519259908,6.761572768804055,0.5709795465857378,6.0,5.9,3.6,0,1,0,0,0,0,0,0,0,0
2007,3.8,4.5,92.724,10.99,88,88,25.2,87,87,1.0408107741923882,10.895571977794404,1.8656293177945105,1.2,0.9,12.5,1,0,0,0,1,0,0,0,0,0
2005,34.1,39.2,222.2305,6.52,97,65,25.2,98,98,1.1051709180756477,6.71174039505618,1.8180767775454285,3.4,3.4,10.2,0,1,1,0,0,0,0,0,0,0
2015,4.5,5.7,89.2395,4.65,99,99,25.6,99,99,1.1735108709918103,8.94832604627298,2.511223958105374,3.5,3.3,11.4,0,1,0,1,0,0,0,0,0,0
2010,8.3,10.4,250.947,10.82,97,98,26.1,98,97,1.0832870676749586,9.077494458642754,4.968771089997557,2.3,2.5,11.5,0,1,0,0,0,0,0,0,1,0
2004,49.4,64.6,214.7745,0.49,67,34,29.1,61,62,1.1853048513203654,7.305860032684009,0.08617769624105241,0.2,0.2,7.2,0,1,0,0,0,0,0,1,0,0
2012,35.6,44.4,137.2305,0.0,94,41,21.3,94,94,1.010050167084168,6.983789965258135,5.023946308155928,18.5,19.0,5.1,0,1,1,0,0,0,0,0,0,0
2008,78.7,114.2,427.1045,0.97,74,64,23.3,58,74,5.259310844446898,7.3758821482150125,3.0257763949023677,6.6,6.6,4.0,0,1,0,0,0,0,0,0,0,0
2005,3.6,4.4,112.1435,13.66,99,98,26.6,96,97,1.0832870676749586,9.61440449916872,2.4168062370840686,2.1,2.1,11.9,1,0,0,0,1,0,0,0,0,0
2004,15.8,18.3,163.506,12.58,91,83,27.6,91,91,1.4918246976412703,9.19023970026918,0.14842000511827322,4.4,4.4,7.4,0,1,0,1,0,0,0,0,0,0
2011,96.7,140.5,463.613,1.97,47,64,22.5,47,47,5.929856418591146,6.311734809152915,1.6900958154515549,8.8,8.8,3.7,0,1,0,0,0,0,0,0,0,0
2004,30.1,36.9,180.6505,5.31,82,83,25.3,66,79,2.203396426255937,8.367764677924308,2.299580583973747,3.6,3.5,6.9,0,1,0,1,0,0,0,0,0,0
2013,12.5,14.6,161.711,9.23,97,83,27.8,97,97,1.4333294145603401,10.354849755031296,0.3148107398400336,2.5,2.5,11.1,0,1,0,1,0,0,0,0,0,0
2011,49.7,65.1,212.1825,6.3,78,65,22.3,79,78,1.1853048513203654,7.431299675155903,1.9947003132247452,9.2,9.4,4.8,0,1,1,0,0,0,0,0,0,0
2011,44.5,70.6,272.4825,2.7,96,64,23.5,95,96,3.034358394435676,6.51025834052315,1.0473189942805592,8.0,7.9,2.9,0,1,0,0,0,0,0,0,0,0
2007,3.6,4.4,71.7905,11.05,96,95,26.2,96,96,1.0941742837052104,10.211707276205457,3.833628938000134,0.6,0.5,9.1,1,0,0,0,1,0,0,0,0,0
2011,5.1,6.1,110.706,9.02,91,97,26.1,95,95,1.030454533953517,8.727454116899434,0.4824261492442928,1.9,2.0,11.1,0,1,0,0,0,0,0,0,1,0
2011,68.6,85.0,166.204,0.04,74,38,23.5,63,74,1.1388283833246218,7.1284959456800365,5.216781878565518,2.0,2.4,4.8,0,1,1,0,0,0,0,0,0,0
2000,35.6,44.5,163.596,0.22,67,48,27.0,83,80,1.1388283833246218,8.37516869138682,3.1986731175506815,5.6,5.4,5.0,0,1,0,0,0,1,0,0,0,0
2000,66.7,91.7,221.6305,0.93,67,34,20.7,57,58,1.4049475905635938,6.63200177739563,6.963738558177311,27.7,28.6,4.4,0,1,1,0,0,0,0,0,0,0
2014,42.3,54.1,197.7265,1.36,88,82,22.5,88,88,1.336427488025472,7.063903961472068,3.9755610262321337,12.9,13.1,4.8,0,1,1,0,0,0,0,0,0,0
2005,86.9,132.0,419.3965,0.6,75,64,22.0,71,80,33.11545195869231,5.953243334287785,3.067587710654419,3.9,3.8,2.9,0,1,0,0,0,0,0,0,0,0
2000,8.1,9.3,152.9305,8.4,99,96,25.4,98,98,1.0832870676749586,8.90354343566472,3.670206188848315,2.5,2.8,11.1,1,0,0,0,1,0,0,0,0,0
2015,2.3,2.9,53.4415,7.13,67,95,26.0,98,98,1.0832870676749586,10.850229891866112,2.379546134130174,1.5,1.4,12.4,1,0,0,0,1,0,0,0,0,0
2013,37.6,55.4,197.0095,0.19,92,33,22.9,89,92,1.1274968515793757,7.040536390215956,2.6932749155200555,9.9,9.7,2.8,0,1,0,0,0,0,0,0,0,0
2009,17.4,20.4,112.6595,0.027,99,65,25.7,99,99,1.1051709180756477,8.567125560164447,4.302983427333428,7.7,7.9,8.8,0,1,0,0,0,1,0,0,0,0
2001,60.0,81.1,166.197,0.004,75,63,20.3,85,85,1.010050167084168,6.51471269087253,4.875884110209718,2.7,21.3,4.3,0,1,1,0,0,0,0,0,0,0
2015,3.3,4.0,100.861,8.49,82,94,26.5,89,89,1.030454533953517,8.782322859397507,0.4824261492442928,1.8,1.8,11.3,0,1,0,0,0,0,0,0,1,0
2001,15.0,17.4,255.8925,7.31,74,98,25.7,99,99,1.8404313987816374,7.3537223303996315,3.9051997800800207,2.9,3.0,10.4,0,1,0,0,0,0,0,0,1,0
2012,40.9,52.0,185.272,3.04,73,36,21.5,79,82,1.0832870676749586,7.206377291472252,7.144233526728047,26.9,27.6,5.6,0,1,1,0,0,0,0,0,0,0
2000,37.1,46.6,175.924,0.14,98,64,27.6,98,98,1.1388283833246218,7.8674885686991285,4.246063716857944,3.6,3.5,4.8,0,1,0,0,0,0,0,0,0,0
2001,9.3,10.9,95.5935,1.62,92,92,27.2,94,94,1.1388283833246218,10.975464926899866,1.4586150226995167,5.3,5.1,8.4,0,1,0,0,0,1,0,0,0,0
2007,14.0,15.7,128.4145,8.16,85,84,26.8,92,91,1.161834242728283,9.466531777336593,3.7057365711803594,1.1,0.9,8.9,0,1,0,0,0,0,0,0,0,1
2015,11.4,13.3,134.7895,0.01,97,97,28.0,97,97,1.0832870676749586,8.934718614016768,2.004179057179289,5.8,5.5,7.3,0,1,0,0,0,0,0,0,0,0
2011,69.9,96.7,262.7215,3.73,77,64,23.9,77,77,33.11545195869231,6.523562306149512,1.6134299337036377,7.2,7.0,4.2,0,1,0,0,0,0,0,0,0,0
2003,3.6,4.9,97.437,13.45,28,65,24.9,96,97,1.1162780704588713,10.439717730523846,4.146937012341271,0.6,0.6,10.2,1,0,0,0,1,0,0,0,0,0
2004,90.8,138.2,428.034,0.59,76,64,21.9,69,83,33.11545195869231,5.916202062607435,3.0402275134405423,3.9,3.8,2.8,0,1,0,0,0,0,0,0,0,0
2009,36.0,44.9,230.9395,0.15,93,79,23.2,93,93,1.161834242728283,7.610357618312838,0.5187937934151676,16.8,17.5,2.3,0,1,1,0,0,0,0,0,0,0
2012,6.8,8.0,69.438,1.72,99,99,24.9,99,99,1.0512710963760241,9.961237458077031,0.8329091229351039,6.1,6.0,8.8,0,1,0,0,0,1,0,0,0,0
2007,18.7,21.9,119.304,0.56,98,97,28.3,98,98,1.1388283833246218,8.451053388911692,1.9823798288367047,3.8,3.8,9.8,0,1,0,0,0,1,0,0,0,0
2004,10.0,11.6,83.6915,0.018,94,88,28.6,98,98,1.1388283833246218,10.523257263291297,1.1631508098056809,3.2,3.0,6.1,0,1,0,0,0,1,0,0,0,0
2000,7.1,8.4,113.6425,8.3,90,86,27.5,90,94,1.1388283833246218,10.794398936070886,5.646012108905989,0.8,0.7,12.7,1,0,0,0,0,0,1,0,0,0
2012,3.0,3.9,133.087,16.96,94,94,26.2,94,94,1.0832870676749586,9.696340374306518,0.8415671856782188,1.9,1.9,12.5,1,0,0,0,1,0,0,0,0,0
2005,49.6,64.9,250.8075,0.8,63,65,24.6,61,72,1.7506725002961012,7.543802867501509,2.0135687975291283,1.4,1.4,3.5,0,1,0,0,0,0,0,1,0,0
2010,84.1,147.7,382.1715,0.55,39,64,21.6,43,39,1.8964808793049515,6.586171654854675,2.5610957881455465,9.4,9.3,1.9,0,1,0,0,0,0,0,0,0,0
2008,87.7,141.7,383.7715,10.79,41,64,22.9,60,53,2.3396468519259908,7.684324067681155,5.019066319574108,12.0,11.9,5.2,0,1,0,0,0,0,0,0,0,0
2009,38.5,51.6,441.7035,1.35,83,64,23.7,83,83,454.864694499525,8.289790583181643,1.1249295969854831,1.9,1.9,6.2,0,1,0,0,0,0,0,0,0,0
2005,19.4,24.0,102.5235,2.92,84,84,22.8,87,87,1.1051709180756477,8.129174996911793,7.173743737348662,5.0,4.4,6.9,0,1,1,0,0,0,0,0,0,0
2004,12.0,14.9,317.967,11.5,96,97,25.9,98,97,1.0832870676749586,8.833171133022866,4.977216384550811,2.5,2.8,11.4,0,1,0,0,0,0,0,0,1,0
2002,52.2,68.9,275.964,0.3,83,77,22.4,89,86,1.2712491503214047,7.154615356913663,0.4824261492442928,18.6,19.4,2.3,0,1,1,0,0,0,0,0,0,0
2014,2.1,2.8,55.582,8.4,83,94,22.7,99,96,1.1853048513203654,10.445462945294334,4.854215374824954,2.0,1.7,12.5,1,0,1,0,0,0,0,0,0,0
2010,2.6,3.2,86.192,10.33,88,96,26.1,96,96,1.0202013400267558,9.933725735596738,1.1151415906193203,1.6,1.6,12.1,1,0,0,0,1,0,0,0,0,0
2006,7.5,8.6,108.5945,4.72,90,93,25.1,91,87,1.0832870676749586,8.213923595622743,1.5623463049002497,2.9,2.8,7.4,0,1,0,0,0,0,0,0,1,0
2003,22.8,27.1,109.936,1.95,98,71,23.5,98,98,1.1853048513203654,8.929832503272403,0.26236426446749106,14.6,14.7,3.3,0,1,1,0,0,0,0,0,0,0
2014,45.4,58.7,223.9525,0.03,73,95,23.6,67,73,1.030454533953517,7.7336835707759,3.2891478778535324,13.7,13.5,3.0,0,1,0,0,0,1,0,0,0,0
2008,9.5,10.9,93.787,4.29,89,89,26.6,89,90,1.1735108709918103,9.215725844252521,1.6974487897568136,1.9,1.8,8.4,0,1,0,1,0,0,0,0,0,0
2011,21.3,25.2,132.5345,5.09,90,99,24.3,90,90,1.2840254166877414,8.036573409707312,0.4054651081081644,7.3,7.2,5.3,0,1,0,0,0,0,0,0,0,0
2002,25.6,31.5,106.982,2.88,70,88,22.5,86,86,1.1051709180756477,7.847371836159788,7.1557085092049215,5.5,4.9,6.6,0,1,1,0,0,0,0,0,0,0
2006,85.3,121.0,294.2555,4.06,58,64,23.5,66,60,33.11545195869231,6.361302477572996,1.4655675420143985,8.1,8.1,3.8,0,1,0,0,0,0,0,0,0,0
2008,4.0,4.7,67.9805,9.51,88,93,25.4,97,97,1.0618365465453596,10.73509147624309,2.859339648648436,1.0,0.9,12.0,1,0,0,0,1,0,0,0,0,0
2011,24.5,27.7,191.338,5.95,96,65,26.0,94,96,1.1502737988572274,6.919683849847411,1.873339456220478,3.2,3.3,10.6,0,1,1,0,0,0,0,0,0,0
2012,10.6,13.5,88.5285,5.52,99,99,23.4,99,99,1.1051709180756477,8.7937637591133,7.211696944885913,3.9,3.3,7.5,0,1,1,0,0,0,0,0,0,0
2006,5.0,5.9,80.04,10.93,88,86,26.8,92,92,1.0832870676749586,10.690329973223367,4.124712098838497,0.7,0.5,12.4,1,0,0,0,0,0,0,0,1,0
2008,17.7,20.8,138.1625,4.12,93,94,26.2,94,96,1.1853048513203654,8.572060092857077,2.7434173449395014,1.3,1.2,7.9,0,1,0,0,0,0,0,0,0,1
2002,103.8,171.5,411.5985,11.09,29,64,22.5,40,25,3.3534846525490236,7.430114138561801,4.864452783918174,13.8,13.8,5.2,0,1,0,0,0,0,0,0,0,0
2007,50.0,83.8,282.4125,3.19,97,64,23.0,94,95,3.9353506954704733,6.532334292222349,0.9707789171582247,8.8,8.7,2.5,0,1,0,0,0,0,0,0,0,0
2011,37.2,46.7,139.3125,0.0,96,71,21.2,96,96,1.010050167084168,6.932447891572509,5.012433676037635,18.7,19.2,5.1,0,1,1,0,0,0,0,0,0,0
2006,26.0,33.6,210.145,4.05,77,19,22.5,88,88,1.0202013400267558,7.673223121121708,4.487399650253583,1.0,9.7,8.8,0,1,1,0,0,0,0,0,0,0
2014,36.3,42.0,191.3055,3.24,97,99,26.3,98,98,1.0832870676749586,8.724207360800564,1.8671761085128091,3.3,3.3,9.8,0,1,1,0,0,0,0,0,0,0
2015,13.3,15.5,81.8615,0.01,98,65,26.1,98,98,1.0408107741923882,8.556798446008598,4.375631227585021,8.5,8.6,9.8,0,1,0,0,0,1,0,0,0,0
2010,6.3,7.2,102.9815,4.57,89,91,25.4,90,89,1.0832870676749586,8.318010277546872,1.5496879080283263,2.6,2.6,7.1,0,1,0,0,0,0,0,0,1,0
2003,73.0,91.2,234.413,0.44,75,64,20.1,55,55,1.0512710963760241,6.840546529288687,0.6678293725756554,12.1,12.1,3.0,0,1,0,0,0,0,0,1,0,0
2006,16.5,19.3,86.81,1.41,98,76,24.0,98,98,1.1853048513203654,9.000976444070345,0.28517894223366247,14.3,14.5,3.6,0,1,1,0,0,0,0,0,0,0
2014,7.2,8.9,220.931,8.86,97,97,26.2,97,97,1.0832870676749586,9.161360189754465,4.975491591960675,2.3,2.3,11.9,0,1,0,0,0,0,0,0,1,0
2001,57.8,94.2,484.2665,1.64,77,28,22.1,77,80,78.25713442308428,7.05444965813294,3.521938999358284,9.0,9.0,5.4,0,1,0,0,0,0,0,0,0,0
2004,21.4,26.9,102.2275,1.67,97,67,23.7,96,96,1.1853048513203654,8.960467760919949,0.2700271372130602,14.5,14.6,3.4,0,1,1,0,0,0,0,0,0,0
2013,9.3,10.4,78.243,4.28,99,99,26.4,99,99,1.030454533953517,8.238008249218403,1.3609765531356006,1.3,1.4,9.7,0,1,0,0,0,0,0,0,1,0
2009,2.6,3.2,89.883,9.96,88,92,26.0,99,99,1.0832870676749586,10.655210198000303,1.8468787684491346,0.9,0.8,12.2,1,0,0,0,1,0,0,0,0,0
2014,2.5,3.1,83.987,12.75,99,96,27.0,99,97,1.0832870676749586,9.738141099948136,2.4449523342809676,1.8,1.9,12.8,1,0,0,0,1,0,0,0,0,0
2008,3.2,4.4,86.635,12.53,47,65,25.0,99,98,1.1162780704588713,10.501169541278006,4.180063437624638,0.6,0.6,10.7,1,0,0,0,1,0,0,0,0,0
2011,8.9,10.3,110.371,6.02,95,93,26.8,95,95,1.2586000099294778,9.553007665260306,1.4747630091074988,1.5,1.5,8.4,0,1,0,0,0,0,0,0,0,1
2007,7.7,8.9,126.1335,9.68,90,95,25.8,92,92,1.030454533953517,8.66544076787644,0.4824261492442928,2.1,2.2,10.8,0,1,0,0,0,0,0,0,1,0
2009,3.7,4.5,76.57,11.87,83,64,25.4,83,83,1.0832870676749586,10.660923222978436,2.234306252240751,1.7,1.9,11.7,1,0,0,0,1,0,0,0,0,0
2008,65.9,81.2,286.076,0.49,88,82,23.8,89,89,1.6487212707001282,7.110696122978827,0.5988365010887039,5.7,5.6,3.9,0,1,0,0,0,0,0,0,0,0
2002,27.8,33.7,167.5135,2.92,94,83,25.0,95,95,1.4333294145603401,7.501634457883413,2.0706530356467567,2.7,2.6,4.5,0,1,0,1,0,0,0,0,0,0
2013,66.9,92.0,252.3375,3.74,76,64,24.0,80,76,33.11545195869231,6.626717749249025,1.6582280766035324,6.8,6.7,4.4,0,1,0,0,0,0,0,0,0,0
2012,32.3,37.7,186.6,2.52,86,41,21.8,90,86,1.1274968515793757,6.901737206656574,2.7587433154177283,11.0,11.2,4.5,0,1,1,0,0,0,0,0,0,0
2014,10.8,12.5,135.663,0.28,98,92,32.1,98,80,1.1853048513203654,8.361007108226909,0.09531017980432493,0.1,0.1,11.1,0,1,0,0,0,0,0,1,0,0
2014,13.8,16.0,141.448,4.22,90,88,26.0,90,90,1.2092495976572515,8.711113884053544,3.8705758155139725,2.1,1.9,8.0,0,1,0,0,0,0,0,0,0,1
2009,34.7,39.9,137.841,1.92,74,83,26.3,84,81,1.1051709180756477,8.522180732927277,2.2975725511705014,2.8,2.9,10.7,0,1,1,0,0,0,0,0,0,0
2013,13.3,17.1,127.208,5.27,88,54,26.3,71,88,1.1274968515793757,8.704668113450987,3.4265401893339504,1.1,1.1,8.8,0,1,0,0,0,0,0,0,0,1
2011,36.7,42.5,197.405,2.88,97,99,25.9,97,97,1.0832870676749586,8.47886807709457,1.8196988379172965,3.2,3.3,9.9,0,1,1,0,0,0,0,0,0,0
2001,10.6,12.2,150.105,9.2,83,74,25.3,93,93,1.010050167084168,8.13739583005665,2.1400661634962708,2.8,2.8,9.6,0,1,0,0,0,0,0,0,1,0
2013,14.0,15.6,128.387,3.92,95,97,26.2,96,95,1.0832870676749586,8.133880887949207,1.3609765531356006,2.1,2.1,11.4,0,1,0,0,0,0,0,0,1,0
2006,6.7,7.9,111.0235,8.63,93,86,28.2,93,96,1.1388283833246218,10.891894273883212,5.70171366948709,0.7,0.6,12.8,1,0,0,0,0,0,1,0,0,0
